iter	RMSE
309	1.419814607
310	1.417194514
311	1.41610269
312	1.415065468
313	1.410497069
314	1.408538198
315	1.405093682
316	1.400944556
317	1.398918845
318	1.398256427
319	1.397453867
320	1.395398729
321	1.392489597
322	1.391727457
323	1.387423059
324	1.381860431
325	1.378197678
326	1.377586193
327	1.376842659
328	1.373484841
329	1.369756779
330	1.369179399
331	1.368620927
332	1.366444017
333	1.364118416
334	1.359197328
335	1.357599766
336	1.35689706
337	1.353169865
338	1.349963241
339	1.347173745
340	1.342525408
341	1.341623579
342	1.338817553
343	1.335956737
344	1.331412287
345	1.330951236
346	1.327659628
347	1.324409147
348	1.323977606
349	1.319994977
350	1.316004391
351	1.311399335
352	1.31080321
353	1.308687538
354	1.30452787
355	1.303771343
356	1.299275421
357	1.296305263
358	1.292316758
359	1.291938088
360	1.28861432
361	1.286038892
362	1.283132379
363	1.28039287
364	1.278247659
365	1.274481679
366	1.270211457
367	1.266593228
368	1.263865669
369	1.260911511
370	1.258060367
371	1.25516861
372	1.254787169
373	1.251784213
374	1.249937854
375	1.247564536
376	1.247154528
377	1.246676183
378	1.24630883
379	1.244211906
380	1.240853115
381	1.237370592
382	1.234253073
383	1.231923441
384	1.229082607
385	1.226058123
386	1.221984125
387	1.21950347
388	1.215388837
389	1.212249972
390	1.210684443
391	1.207054021
392	1.203487855
393	1.199803315
394	1.197574367
395	1.19499408
396	1.194664111
397	1.194330067
398	1.191491256
399	1.187973251
400	1.184813185
401	1.18324193
402	1.179362659
403	1.177042166
404	1.175231568
405	1.172514687
406	1.170044949
407	1.169725488
408	1.167558419
409	1.164102026
410	1.162203969
411	1.158218424
412	1.155862036
413	1.153767582
414	1.151464156
415	1.147921261
416	1.145848866
417	1.144695381
418	1.141925746
419	1.137638729
420	1.136682456
421	1.134420779
422	1.132866781
423	1.130666538
424	1.128278807
425	1.124819963
426	1.121807835
427	1.119681815
428	1.117926592
429	1.115879358
430	1.112669888
431	1.109893652
432	1.107811709
433	1.105405572
434	1.10219449
435	1.098714221
436	1.097267011
437	1.095976643
438	1.093934045
439	1.092217895
440	1.08976755
441	1.087555996
442	1.087311207
443	1.084232163
444	1.08119999
445	1.080469261
446	1.077737161
447	1.074602316
448	1.071993527
449	1.070055352
450	1.067179498
451	1.065134149
452	1.062841988
453	1.060678305
454	1.058719826
455	1.057426369
456	1.055291781
457	1.051584589
458	1.049686509
459	1.047555833
460	1.045521921
461	1.04420802
462	1.041839864
463	1.039335478
464	1.037441307
465	1.0352525
466	1.033823506
467	1.032127655
468	1.029962231
469	1.029257337
470	1.026651664
471	1.025630576
472	1.023469872
473	1.021960739
474	1.020774998
475	1.018625541
476	1.017740311
477	1.014980306
478	1.014226277
479	1.012199676
480	1.010633982
481	1.008022902
482	1.005092659
483	1.004642175
484	1.003861496
485	1.001387725
486	0.9989718111
487	0.996685734
488	0.9942509108
489	0.9916255057
490	0.9900961391
491	0.9876010779
492	0.9858307408
493	0.9851344655
494	0.9826430819
495	0.9794620951
496	0.9777583666
497	0.9768936643
498	0.9740627516
499	0.9717802936
500	0.9692156209
501	0.9670619043
502	0.9658256758
503	0.9639017429
504	0.9618306033
505	0.9593762777
506	0.9573788978
507	0.9557785125
508	0.9540282282
509	0.9533249662
510	0.9518959302
511	0.9492047716
512	0.946310549
513	0.9456805323
514	0.9440873836
515	0.9430221187
516	0.9410466086
517	0.9394156791
518	0.9374406558
519	0.9365295952
520	0.9349704097
521	0.9331396797
522	0.9304510051
523	0.9299608983
524	0.9270829256
525	0.9252099176
526	0.9241456431
527	0.9221482376
528	0.9218815642
529	0.9198067794
530	0.9170290308
531	0.9147295316
532	0.9124112863
533	0.911505644
534	0.9092931041
535	0.9075277249
536	0.9051202637
537	0.9027711548
538	0.9010274942
539	0.8988797255
540	0.8969849146
541	0.8944438124
542	0.8926163707
543	0.891696194
544	0.8909606152
545	0.8893337808
546	0.8875926854
547	0.8859218403
548	0.8848383011
549	0.8839974152
550	0.8826180551
551	0.8813551182
552	0.8795211802
553	0.8772925061
554	0.8747352616
555	0.8728367908
556	0.871247859
557	0.869829041
558	0.8683441336
559	0.8664736643
560	0.8646495137
561	0.8630257933
562	0.8609648371
563	0.8590975444
564	0.858560231
565	0.8580727178
566	0.8562441884
567	0.8545918845
568	0.8527418662
569	0.8511050497
570	0.84914427
571	0.8474480149
572	0.8454608665
573	0.8439388428
574	0.8424539717
575	0.8409104462
576	0.8401826605
577	0.8389235419
578	0.8377844368
579	0.8356076599
580	0.8334576997
581	0.8325415082
582	0.8303966525
583	0.8295261458
584	0.8267334417
585	0.825414211
586	0.8241760251
587	0.822255141
588	0.8212597835
589	0.8189983343
590	0.8176986997
591	0.8162958918
592	0.8154265352
593	0.814244441
594	0.812766211
595	0.8104312885
596	0.8083288915
597	0.806036166
598	0.8041638869
599	0.8025689204
600	0.8016474681
601	0.8007099566
602	0.7983515058
603	0.7968165311
604	0.7951549822
605	0.7935276596
606	0.7921763536
607	0.7912808209
608	0.7896482287
609	0.7876083322
610	0.785602921
611	0.7845819065
612	0.7829377279
613	0.780418936
614	0.77927839
615	0.7780401969
616	0.776794101
617	0.7761054958
618	0.7749914538
619	0.7735994513
620	0.7723304235
621	0.7716226127
622	0.7694631662
623	0.7678087187
624	0.7659377968
625	0.7646518341
626	0.7629896071
627	0.7622589962
628	0.7610788947
629	0.7590995952
630	0.7573252565
631	0.7567666145
632	0.7550498432
633	0.7544460708
634	0.7537826974
635	0.7528109867
636	0.7512471835
637	0.7500893604
638	0.7489590255
639	0.7478438001
640	0.7477182899
641	0.7464594171
642	0.744848813
643	0.7426834975
644	0.7414847904
645	0.7410922987
646	0.7403078245
647	0.7384022377
648	0.7370574664
649	0.7369541974
650	0.7357099975
651	0.7345585083
652	0.7328530571
653	0.730926177
654	0.7292394149
655	0.727944714
656	0.7274494109
657	0.7263862491
658	0.7262649163
659	0.72566335
660	0.7249340827
661	0.7241253263
662	0.7231021119
663	0.7215299717
664	0.7205074668
665	0.7187225773
666	0.7175169734
667	0.7167480271
668	0.7155949132
669	0.7144819957
670	0.7139679384
671	0.7129147364
672	0.7115900124
673	0.7107518691
674	0.7095003299
675	0.7079941316
676	0.7063488025
677	0.7056080607
678	0.705475405
679	0.7040680581
680	0.7021428182
681	0.7002208821
682	0.7000585373
683	0.6986236017
684	0.6980041643
685	0.6962623905
686	0.6953744425
687	0.6942543052
688	0.6928447743
689	0.6913955616
690	0.6911154553
691	0.6897141223
692	0.6886169131
693	0.6873350462
694	0.6868563844
695	0.6867647029
696	0.6856012427
697	0.683918742
698	0.6825124318
699	0.6817494588
700	0.6813196579
701	0.6801822566
702	0.6787687895
703	0.6777989988
704	0.6770946197
705	0.6762261161
706	0.6761345721
707	0.6753463483
708	0.6740222015
709	0.6727984182
710	0.6716472273
711	0.6712919906
712	0.6703207052
713	0.6692706049
714	0.6671215071
715	0.6658599812
716	0.6652298995
717	0.6647748723
718	0.6632546066
719	0.6620805571
720	0.661192021
721	0.6607981564
722	0.6596246883
723	0.6590973698
724	0.6579383429
725	0.6575565091
726	0.6568019338
727	0.6548849224
728	0.6536801836
729	0.6525050776
730	0.6517712728
731	0.6508287414
732	0.6493044227
733	0.6473490245
734	0.6462246067
735	0.6453768675
736	0.644674207
737	0.6433823959
738	0.6425033023
739	0.6416533783
740	0.6402803524
741	0.6395107481
742	0.6379795595
743	0.6367524637
744	0.6357841119
745	0.6346690028
746	0.6341739899
747	0.6335146303
748	0.6317863393
749	0.6308217386
750	0.6302398575
751	0.6290596945
752	0.6275149279
753	0.6271941167
754	0.6262345811
755	0.6249083032
756	0.624566197
757	0.624338078
758	0.6234212167
759	0.6230102383
760	0.6217673701
761	0.621280285
762	0.6212030123
763	0.6210124552
764	0.619718505
765	0.6194237454
766	0.6190655822
767	0.6182373641
768	0.6168143527
769	0.616123209
770	0.6146310144
771	0.6139388404
772	0.613435475
773	0.6124475574
774	0.6108341137
775	0.6096257513
776	0.6090923832
777	0.6085023022
778	0.6075683833
779	0.6061677408
780	0.6052601159
781	0.6050031717
782	0.6042301553
783	0.6039288841
784	0.6021747436
785	0.6018776172
786	0.60171964
787	0.6005675036
788	0.5994137821
789	0.5983055277
790	0.5981157236
791	0.5973463227
792	0.5964875817
793	0.5954677888
794	0.5946096577
795	0.5933851836
796	0.5925854607
797	0.5916142618
798	0.5914704566
799	0.5904435424
800	0.5887414052
801	0.5881827553
802	0.5875469316
803	0.5859174892
804	0.5846028333
805	0.5831261063
806	0.5823814965
807	0.5818572312
808	0.5804939789
809	0.5802598684
810	0.5794646827
811	0.5793082881
812	0.5787828597
813	0.5781804054
814	0.5768192566
815	0.5764662839
816	0.5755941501
817	0.5753051783
818	0.5749834931
819	0.5740403448
820	0.5734274751
821	0.572411958
822	0.571942606
823	0.5706350155
824	0.5695410888
825	0.5683666049
826	0.5680193719
827	0.5669509936
828	0.5659275744
829	0.565280401
830	0.5641905363
831	0.5628200379
832	0.5618180465
833	0.5610286392
834	0.5606523357
835	0.5603535461
836	0.5601421586
837	0.5590702226
838	0.5584182
839	0.5577476242
840	0.5569086668
841	0.5561251036
842	0.5548239996
843	0.5539398472
844	0.5528581106
845	0.5518121288
846	0.5509139078
847	0.5504598842
848	0.5498064431
849	0.5497229463
850	0.5490040672
851	0.5482231553
852	0.5473687936
853	0.5467835775
854	0.545725713
855	0.5453093709
856	0.5448956101
857	0.5447390524
858	0.544479088
859	0.5431820628
860	0.5416578165
861	0.5412011181
862	0.5403314955
863	0.5397633947
864	0.5394717997
865	0.5388639471
866	0.5378420389
867	0.5375176752
868	0.5368002518
869	0.5355509086
870	0.5345578836
871	0.5338705935
872	0.5329620519
873	0.5318819594
874	0.5312452456
875	0.5299836145
876	0.529555942
877	0.5284381929
878	0.527891665
879	0.5268309071
880	0.5259845149
881	0.5250239113
882	0.5249151704
883	0.5241236049
884	0.5234368856
885	0.5228554062
886	0.522203872
887	0.5212301328
888	0.520950101
889	0.5204159616
890	0.5200866462
891	0.5194891676
892	0.5187926256
893	0.5180737415
894	0.517688061
895	0.5165402236
896	0.5162647769
897	0.5159595194
898	0.5158238982
899	0.5150770385
900	0.5146087008
901	0.5134584483
902	0.5127108493
903	0.511621156
904	0.5108278062
905	0.5096754254
906	0.5090740069
907	0.5082157418
908	0.5074979215
909	0.5064247957
910	0.5061495811
911	0.505367971
912	0.5048152749
913	0.5040474432
914	0.503571252
915	0.5031325675
916	0.503074634
917	0.5029723935
918	0.5024170215
919	0.5016534823
920	0.5013423814
921	0.5003676721
922	0.4997882964
923	0.4994629784
924	0.4989372936
925	0.4978943553
926	0.4975259412
927	0.4963979668
928	0.4955624552
929	0.4947015117
930	0.4939718417
931	0.4931944459
932	0.4923384361
933	0.4913996311
934	0.4912972999
935	0.4906926467
936	0.4906023882
937	0.4898020723
938	0.4888597661
939	0.4880207214
940	0.4877256741
941	0.4875896944
942	0.4859683985
943	0.4853489775
944	0.484759283
945	0.4842637909
946	0.4839311701
947	0.4835606637
948	0.4834672731
949	0.4826012065
950	0.4822303966
951	0.4818344024
952	0.4814422555
953	0.4813163767
954	0.4806867569
955	0.4802814434
956	0.4800379222
957	0.4794313612
958	0.4791372351
959	0.4790866122
960	0.4790388344
961	0.478601569
962	0.4773470873
963	0.4757839547
964	0.4747100836
965	0.4745141859
966	0.4734403582
967	0.4729460068
968	0.4723181995
969	0.4720941977
970	0.4719310565
971	0.4715527087
972	0.4713949579
973	0.4704924379
974	0.4698345511
975	0.4691823389
976	0.468702003
977	0.4685367075
978	0.4676617841
979	0.4675411344
980	0.4672448706
981	0.4663729513
982	0.4657640214
983	0.4656796619
984	0.4653065013
985	0.4649391522
986	0.4646785315
987	0.4643363511
988	0.4635789107
989	0.4633445906
990	0.4623377552
991	0.4615065161
992	0.4614263486
993	0.4602278917
994	0.459346815
995	0.4589476618
996	0.4581544721
997	0.4575002634
998	0.457405902
999	0.4571040159
